key_B,surface_carrez_lot1,surface_bati,nb_pieces,type_local,nb_lots,key_A
28888_B,61.06,60,3,Appartement,2,29392_A
28890_B,37.6,67,2,Appartement,2,29394_A
28891_B,62.55,56,3,Appartement,2,29395_A
28895_B,27.95,47,2,Appartement,1,29397_A
28896_B,41.79,42,2,Appartement,2,29398_A
28900_B,78.81,89,4,Appartement,2,29400_A
28902_B,107.75,81,4,Maison,1,29402_A
28903_B,40.5,27,1,Appartement,2,29403_A
28904_B,72.29,70,3,Appartement,1,29404_A
28905_B,38.57,39,1,Appartement,2,29405_A
28906_B,56.25,57,3,Appartement,1,29406_A
28907_B,73.96,70,4,Appartement,2,29407_A
28908_B,71.21,72,4,Appartement,2,29408_A
28909_B,69.37,69,3,Appartement,2,29409_A
28910_B,30.68,28,2,Appartement,1,29410_A
28911_B,74.51,75,4,Appartement,2,29411_A
28913_B,35.24,35,2,Appartement,1,29413_A
28914_B,40.6,34,2,Appartement,2,29414_A
28915_B,80.28,94,4,Appartement,1,29415_A
29084_B,95.69,97,4,Appartement,2,29415_A
28916_B,67.0,75,4,Maison,1,29416_A
28918_B,15.94,17,1,Appartement,1,29417_A
28919_B,70.46,72,3,Appartement,2,29418_A
28920_B,66.0,65,4,Maison,1,29419_A
28921_B,33.91,34,2,Appartement,2,29420_A
28922_B,90.7,89,5,Maison,1,29421_A
28924_B,83.43,84,4,Appartement,1,29423_A
28925_B,35.32,36,2,Appartement,2,29424_A
28926_B,25.19,23,2,Appartement,1,29425_A
28927_B,102.1,110,4,Maison,1,29426_A
28928_B,93.25,92,5,Appartement,1,29427_A
28929_B,70.01,71,3,Appartement,1,29428_A
28930_B,31.7,41,2,Appartement,1,29429_A
28931_B,105.87,105,5,Appartement,2,29430_A
28932_B,50.5,51,2,Appartement,2,29431_A
28933_B,61.42,61,3,Appartement,1,29432_A
28934_B,54.58,53,2,Appartement,1,29433_A
28935_B,51.02,53,3,Appartement,1,29434_A
28936_B,74.02,79,4,Appartement,2,29435_A
29117_B,77.09,75,4,Appartement,2,29435_A
28938_B,64.65,67,3,Appartement,1,29437_A
28939_B,72.99,72,4,Appartement,1,29438_A
28940_B,38.9,37,2,Appartement,2,29439_A
28941_B,53.0,52,2,Appartement,2,29440_A
28942_B,113.72,115,4,Appartement,1,29441_A
28945_B,49.0,48,3,Appartement,2,29443_A
28946_B,66.45,66,3,Appartement,2,29444_A
28948_B,100.71,72,4,Maison,1,29445_A
28949_B,35.4,36,2,Appartement,1,29446_A
28950_B,77.55,76,4,Appartement,1,29447_A
28953_B,67.56,67,3,Appartement,2,29448_A
28954_B,31.19,30,2,Appartement,2,29449_A
28955_B,77.92,79,4,Appartement,2,29450_A
28956_B,84.51,84,4,Appartement,2,29451_A
28957_B,87.64,72,4,Maison,1,29452_A
28959_B,86.63,89,5,Maison,2,29454_A
28960_B,56.83,56,3,Appartement,2,29455_A
28961_B,66.65,66,3,Appartement,2,29456_A
29086_B,83.72,81,4,Appartement,1,29456_A
28962_B,87.16,82,4,Appartement,1,29457_A
28963_B,73.16,72,4,Maison,1,29458_A
28964_B,38.83,38,2,Appartement,1,29459_A
28965_B,45.7,44,1,Appartement,1,29460_A
28966_B,56.34,58,4,Appartement,2,29461_A
28969_B,61.56,60,3,Appartement,1,29462_A
28970_B,74.58,77,4,Maison,1,29463_A
28971_B,56.2,59,3,Appartement,2,29464_A
29096_B,56.14,60,3,Appartement,2,29464_A
28972_B,58.51,58,3,Appartement,1,29465_A
28973_B,94.61,69,3,Appartement,1,29466_A
28974_B,28.86,28,1,Appartement,2,29467_A
28975_B,37.11,38,2,Appartement,1,29469_A
28976_B,68.34,68,3,Appartement,2,29470_A
28977_B,35.26,35,2,Appartement,3,29471_A
28978_B,34.85,55,4,Appartement,4,29472_A
28979_B,37.73,37,3,Appartement,3,29473_A
28981_B,18.43,19,1,Appartement,1,29474_A
28982_B,54.12,53,3,Appartement,1,29475_A
28983_B,46.06,46,2,Appartement,2,29476_A
28985_B,30.04,36,2,Appartement,2,29477_A
28987_B,70.09,55,3,Appartement,2,29478_A
28988_B,74.8,30,2,Appartement,2,29479_A
28989_B,67.27,68,3,Appartement,2,29480_A
29057_B,65.18,56,3,Appartement,2,29480_A
28990_B,71.45,70,3,Appartement,2,29481_A
28991_B,47.3,46,2,Appartement,1,29482_A
28993_B,24.27,29,2,Appartement,1,29484_A
28994_B,48.85,48,2,Appartement,1,29485_A
28995_B,81.67,83,4,Appartement,1,29486_A
28996_B,31.41,32,2,Appartement,1,29487_A
29036_B,46.79,48,2,Maison,1,29487_A
28997_B,57.8,58,3,Appartement,2,29488_A
28998_B,99.5,37,2,Appartement,1,29489_A
28999_B,65.96,67,3,Appartement,1,29490_A
29000_B,44.26,44,2,Appartement,1,29491_A
29019_B,33.13,34,2,Appartement,1,29491_A
29001_B,50.46,51,2,Appartement,2,29492_A
29002_B,37.03,37,2,Appartement,1,29493_A
29003_B,18.4,19,1,Appartement,4,29494_A
29004_B,43.19,44,2,Appartement,1,29495_A
29005_B,34.43,34,2,Appartement,1,29496_A
29007_B,44.33,44,2,Appartement,1,29497_A
29008_B,24.94,25,1,Appartement,1,29498_A
29010_B,70.93,71,3,Appartement,1,29499_A
29011_B,36.29,38,2,Appartement,1,29500_A
29013_B,74.44,76,4,Appartement,1,29501_A
29014_B,68.69,69,3,Appartement,2,29502_A
29015_B,125.81,74,3,Appartement,1,29503_A
29016_B,91.36,87,4,Appartement,1,29504_A
29017_B,85.6,84,3,Appartement,2,29505_A
29020_B,63.69,64,3,Appartement,1,29507_A
29022_B,48.5,62,2,Appartement,1,29508_A
29023_B,33.19,29,1,Appartement,2,29509_A
29024_B,45.55,45,2,Appartement,1,29510_A
29025_B,77.99,76,4,Appartement,1,29511_A
29026_B,76.46,76,4,Appartement,2,29512_A
29045_B,67.06,62,3,Appartement,2,29512_A
29027_B,37.19,40,3,Appartement,1,29513_A
29029_B,22.81,23,1,Appartement,4,29514_A
29030_B,37.69,38,1,Appartement,2,29515_A
29031_B,61.57,34,3,Maison,1,29516_A
29032_B,88.42,89,5,Maison,1,29517_A
29033_B,60.98,70,4,Maison,1,29518_A
29034_B,56.38,59,2,Appartement,1,29519_A
29035_B,22.82,32,1,Appartement,1,29520_A
29037_B,77.08,77,4,Appartement,1,29522_A
29038_B,91.86,100,5,Appartement,1,29523_A
29042_B,37.45,38,2,Appartement,2,29524_A
29043_B,77.14,76,3,Appartement,2,29525_A
29043_B,77.14,76,3,Appartement,2,29526_A
29044_B,42.06,43,1,Appartement,2,29527_A
29046_B,53.26,58,3,Appartement,2,29529_A
29047_B,56.67,56,2,Appartement,2,29530_A
29048_B,52.32,53,3,Appartement,1,29531_A
29049_B,33.31,29,2,Appartement,1,29532_A
29050_B,38.3,38,1,Appartement,1,29533_A
29126_B,31.9,29,2,Appartement,1,29533_A
29051_B,104.89,68,4,Maison,1,29534_A
29052_B,80.26,80,4,Appartement,2,29535_A
29054_B,31.68,31,1,Appartement,1,29536_A
29055_B,67.54,45,3,Appartement,1,29537_A
29059_B,24.75,30,1,Appartement,1,29539_A
29060_B,46.39,50,2,Appartement,1,29540_A
29062_B,45.06,45,2,Appartement,2,29542_A
29063_B,51.75,38,2,Appartement,3,29543_A
29065_B,70.24,82,3,Appartement,2,29544_A
29067_B,80.31,72,3,Maison,2,29545_A
29068_B,55.5,56,3,Appartement,2,29546_A
29070_B,68.94,76,3,Appartement,2,29547_A
29071_B,32.6,31,2,Appartement,2,29548_A
29072_B,37.85,54,3,Appartement,3,29549_A
29073_B,35.0,35,1,Appartement,1,29550_A
29076_B,76.15,76,3,Appartement,1,29551_A
29078_B,43.96,41,2,Appartement,1,29553_A
29080_B,78.17,77,4,Appartement,2,29554_A
29125_B,63.99,65,3,Appartement,2,29554_A
29080_B,78.17,77,4,Appartement,2,29555_A
29082_B,87.05,74,3,Appartement,1,29556_A
29083_B,59.55,58,3,Appartement,1,29557_A
29112_B,57.66,58,3,Appartement,1,29557_A
29115_B,58.02,60,3,Appartement,1,29557_A
29087_B,124.24,110,4,Appartement,1,29560_A
29116_B,42.58,35,2,Appartement,1,29560_A
29088_B,75.65,75,4,Appartement,2,29561_A
29089_B,63.5,64,3,Appartement,1,29562_A
29090_B,63.35,55,4,Appartement,2,29563_A
29092_B,95.92,93,4,Appartement,2,29564_A
29095_B,20.32,24,1,Maison,1,29565_A
29097_B,31.79,60,4,Appartement,2,29567_A
29098_B,104.15,98,5,Maison,1,29568_A
29099_B,30.89,22,1,Appartement,1,29569_A
29100_B,32.62,33,2,Appartement,3,29570_A
29101_B,45.84,45,3,Appartement,2,29571_A
29102_B,22.98,27,1,Appartement,1,29572_A
29104_B,57.49,51,2,Appartement,1,29573_A
29105_B,41.49,42,2,Appartement,1,29574_A
29106_B,43.85,44,2,Appartement,2,29575_A
29107_B,21.67,33,2,Appartement,1,29576_A
29108_B,64.01,67,2,Appartement,1,29577_A
29109_B,37.54,34,2,Appartement,1,29578_A
29111_B,61.1,55,3,Maison,1,29579_A
29113_B,16.84,17,1,Appartement,1,29581_A
29114_B,44.21,42,2,Maison,1,29582_A
29118_B,28.77,32,2,Appartement,3,29586_A
29119_B,77.77,79,4,Appartement,1,29587_A
29120_B,43.57,43,2,Appartement,2,29588_A
29121_B,80.46,80,4,Appartement,2,29589_A
29122_B,64.0,62,3,Maison,1,29590_A
29123_B,53.77,53,3,Appartement,2,29591_A
29124_B,66.11,65,3,Appartement,2,29592_A
29127_B,17.53,19,1,Appartement,1,29595_A
29128_B,22.93,23,1,Appartement,1,29596_A
29129_B,60.51,61,3,Appartement,1,29597_A
29130_B,54.29,42,3,Appartement,1,29598_A
29131_B,28.96,37,1,Appartement,1,29599_A
29132_B,18.21,20,1,Appartement,1,29600_A
29133_B,42.66,37,2,Appartement,1,29601_A
29134_B,22.34,28,1,Appartement,1,29602_A
29137_B,58.8,72,3,Appartement,1,29605_A
29138_B,60.75,61,3,Appartement,1,29606_A
29140_B,117.98,100,5,Maison,1,29607_A
29141_B,34.2,43,2,Appartement,1,29608_A
29142_B,31.95,31,1,Appartement,1,29609_A
29143_B,64.6,100,3,Appartement,1,29610_A
29145_B,23.53,24,2,Appartement,1,29611_A
29146_B,67.85,61,4,Appartement,1,29612_A
29147_B,53.76,57,3,Appartement,1,29613_A
29148_B,72.22,69,3,Appartement,1,29614_A
29149_B,64.65,66,3,Appartement,1,29615_A
29168_B,65.41,66,3,Appartement,1,29615_A
29150_B,35.59,35,2,Appartement,1,29616_A
29151_B,63.32,64,4,Maison,1,29617_A
29152_B,34.18,34,2,Appartement,1,29618_A
29154_B,110.97,98,4,Maison,1,29619_A
29155_B,34.85,36,1,Appartement,1,29620_A
29158_B,140.77,136,5,Maison,1,29622_A
29159_B,100.3,93,4,Appartement,2,29623_A
29160_B,90.71,103,4,Maison,1,29624_A
29161_B,63.34,64,3,Appartement,1,29625_A
29164_B,69.01,69,3,Appartement,1,29626_A
29167_B,37.68,38,2,Appartement,1,29627_A
29169_B,107.24,109,5,Appartement,1,29629_A
29170_B,19.05,19,1,Appartement,1,29630_A
29171_B,73.69,66,4,Maison,1,29631_A
29172_B,41.32,42,2,Appartement,1,29632_A
29173_B,48.27,47,2,Appartement,1,29633_A
29216_B,54.59,51,2,Appartement,1,29633_A
29174_B,22.94,23,1,Appartement,1,29634_A
29175_B,22.42,20,1,Appartement,1,29635_A
29176_B,48.45,50,3,Appartement,1,29636_A
29177_B,43.24,43,2,Appartement,1,29637_A
29178_B,61.59,61,3,Appartement,1,29638_A
29179_B,29.78,35,2,Appartement,1,29639_A
29180_B,116.3,119,4,Appartement,3,29640_A
29181_B,71.42,80,4,Appartement,1,29641_A
29184_B,61.77,71,3,Appartement,1,29642_A
29185_B,99.07,99,4,Maison,1,29643_A
29186_B,33.17,33,2,Appartement,1,29644_A
29188_B,38.56,40,2,Appartement,1,29646_A
29189_B,20.39,15,1,Appartement,1,29647_A
29190_B,54.0,63,3,Appartement,1,29648_A
29192_B,77.5,83,4,Appartement,1,29649_A
29193_B,93.43,95,4,Appartement,1,29650_A
29194_B,76.09,75,3,Appartement,1,29651_A
29195_B,65.63,62,3,Appartement,1,29652_A
29196_B,92.58,92,4,Appartement,1,29653_A
29198_B,57.11,42,2,Appartement,1,29655_A
29199_B,60.06,61,3,Appartement,1,29656_A
29201_B,30.67,30,2,Appartement,1,29657_A
29202_B,54.95,55,2,Appartement,1,29658_A
29205_B,167.56,131,5,Maison,1,29660_A
29206_B,64.51,65,3,Appartement,1,29661_A
29209_B,43.26,43,2,Appartement,1,29661_A
29207_B,54.2,54,3,Appartement,1,29662_A
29208_B,45.04,45,3,Appartement,1,29663_A
29210_B,88.02,89,4,Maison,1,29665_A
29212_B,81.63,80,3,Appartement,1,29666_A
29214_B,24.07,28,2,Appartement,1,29667_A
29215_B,129.15,79,3,Maison,1,29668_A
29217_B,51.42,51,3,Appartement,1,29670_A
29218_B,80.89,77,3,Maison,1,29671_A
29219_B,33.5,35,2,Appartement,1,29672_A
29222_B,39.83,44,2,Appartement,1,29673_A
29223_B,46.53,58,3,Appartement,1,29674_A
29225_B,44.56,44,2,Appartement,1,29675_A
29226_B,78.51,56,4,Appartement,1,29676_A
29227_B,33.3,32,1,Appartement,1,29677_A
29228_B,63.56,65,3,Appartement,1,29678_A
29231_B,42.67,42,2,Appartement,1,29679_A
29232_B,25.95,26,1,Appartement,1,29680_A
29233_B,83.28,79,4,Maison,1,29681_A
29234_B,77.88,77,4,Appartement,1,29682_A
29235_B,32.56,38,2,Appartement,1,29683_A
29236_B,67.88,38,2,Appartement,1,29684_A
29237_B,78.38,94,4,Appartement,1,29685_A
29238_B,75.7,84,4,Appartement,1,29686_A
29240_B,34.08,41,2,Appartement,1,29687_A
29241_B,75.92,60,3,Appartement,1,29688_A
29243_B,64.5,76,3,Appartement,1,29689_A
29244_B,65.78,91,2,Appartement,1,29690_A
29246_B,39.75,45,2,Appartement,1,29691_A
29247_B,43.4,21,1,Appartement,1,29692_A
29248_B,46.08,45,2,Appartement,1,29693_A
29249_B,42.8,45,2,Appartement,1,29694_A
29250_B,56.0,40,3,Maison,1,29695_A
29251_B,21.05,28,1,Appartement,1,29696_A
29252_B,36.8,37,2,Appartement,1,29697_A
29252_B,36.8,37,2,Appartement,1,29698_A
30269_B,29.13,30,2,Appartement,1,29698_A
29253_B,25.31,31,1,Appartement,1,29699_A
29254_B,71.85,72,3,Appartement,1,29700_A
29256_B,49.98,51,2,Appartement,1,29701_A
29277_B,60.02,52,2,Appartement,1,29701_A
29257_B,115.94,114,4,Maison,1,29702_A
29258_B,41.45,41,2,Appartement,1,29703_A
29260_B,36.5,35,2,Appartement,1,29704_A
29261_B,59.9,58,3,Appartement,1,29705_A
29271_B,39.7,35,2,Appartement,1,29705_A
29262_B,27.1,27,2,Appartement,1,29706_A
29263_B,47.98,48,2,Appartement,1,29707_A
29265_B,43.2,47,1,Appartement,1,29708_A
29266_B,51.92,65,2,Appartement,1,29709_A
29267_B,57.75,73,2,Appartement,1,29710_A
29268_B,95.65,105,4,Maison,1,29711_A
29269_B,62.47,62,3,Appartement,1,29712_A
29270_B,57.78,56,3,Appartement,1,29713_A
29272_B,83.75,76,4,Maison,1,29715_A
29273_B,48.8,49,2,Appartement,1,29716_A
29274_B,80.25,82,4,Appartement,1,29717_A
29275_B,43.7,40,3,Maison,1,29718_A
29276_B,99.71,97,4,Appartement,1,29719_A
29278_B,39.0,34,2,Appartement,1,29721_A
29279_B,109.87,119,4,Appartement,1,29722_A
29280_B,58.87,60,2,Appartement,1,29723_A
29281_B,37.8,38,2,Appartement,1,29724_A
29281_B,37.8,38,2,Appartement,1,29725_A
30261_B,38.2,39,3,Appartement,2,29725_A
30534_B,36.3,36,2,Appartement,1,29725_A
29283_B,35.02,36,2,Appartement,1,29726_A
29284_B,67.42,59,3,Appartement,1,29726_A
29285_B,14.99,15,1,Appartement,1,29728_A
29286_B,49.63,50,2,Appartement,1,29729_A
29287_B,25.78,29,2,Appartement,1,29730_A
29289_B,53.76,52,3,Appartement,1,29731_A
29290_B,35.94,27,2,Appartement,1,29732_A
29291_B,83.43,82,3,Appartement,1,29733_A
29292_B,41.28,42,2,Appartement,1,29734_A
29293_B,84.74,63,3,Maison,1,29735_A
29295_B,19.96,19,1,Appartement,1,29736_A
29296_B,84.48,70,4,Maison,1,29737_A
29297_B,44.37,44,2,Appartement,1,29738_A
29297_B,44.37,44,2,Appartement,1,29739_A
29298_B,58.74,59,3,Appartement,1,29740_A
29299_B,76.24,70,3,Appartement,1,29741_A
29300_B,32.31,31,2,Appartement,1,29742_A
29301_B,55.99,56,2,Appartement,1,29743_A
29303_B,83.06,84,4,Maison,1,29744_A
29304_B,48.44,49,2,Appartement,1,29745_A
29305_B,50.82,66,2,Appartement,2,29746_A
29306_B,45.74,34,2,Appartement,1,29747_A
29307_B,22.88,33,1,Appartement,1,29748_A
29308_B,38.95,41,2,Appartement,1,29749_A
29310_B,98.0,88,4,Maison,1,29750_A
29311_B,102.31,103,4,Appartement,1,29751_A
29312_B,85.7,85,3,Appartement,1,29752_A
29313_B,54.91,58,3,Appartement,1,29753_A
29314_B,139.44,139,5,Appartement,1,29754_A
29318_B,48.85,50,2,Appartement,1,29755_A
29319_B,23.38,24,1,Appartement,1,29756_A
29321_B,59.12,50,2,Appartement,1,29757_A
29322_B,34.25,33,1,Appartement,1,29758_A
29323_B,18.02,19,1,Appartement,1,29759_A
29324_B,102.6,102,5,Appartement,1,29760_A
29325_B,72.73,70,3,Appartement,1,29761_A
29326_B,50.74,51,2,Appartement,1,29762_A
29327_B,66.0,12,1,Appartement,1,29763_A
29328_B,22.61,21,1,Appartement,1,29764_A
29329_B,61.41,61,2,Appartement,2,29765_A
29330_B,64.52,65,2,Appartement,1,29766_A
29331_B,55.69,72,2,Appartement,1,29767_A
29332_B,43.71,40,1,Appartement,2,29768_A
29333_B,26.43,11,1,Appartement,1,29769_A
29334_B,41.19,40,1,Appartement,1,29770_A
29335_B,83.05,85,5,Appartement,1,29771_A
29336_B,27.37,26,2,Appartement,1,29772_A
29337_B,171.58,173,6,Appartement,2,29773_A
29338_B,25.9,24,2,Appartement,1,29774_A
29339_B,57.93,35,1,Appartement,1,29775_A
29590_B,26.47,35,1,Appartement,1,29775_A
29340_B,7.65,13,1,Appartement,1,29776_A
29341_B,111.87,113,5,Appartement,2,29777_A
29342_B,44.58,49,2,Appartement,2,29778_A
29343_B,84.6,86,4,Appartement,2,29779_A
29344_B,65.72,65,2,Appartement,1,29780_A
29345_B,103.65,103,5,Appartement,2,29781_A
29346_B,38.04,39,2,Appartement,2,29782_A
29347_B,40.18,39,2,Appartement,1,29783_A
29349_B,39.18,40,1,Appartement,2,29784_A
29351_B,77.19,68,5,Appartement,1,29786_A
29352_B,122.56,310,7,Appartement,8,29787_A
29354_B,38.83,40,2,Appartement,1,29788_A
29355_B,37.51,37,2,Appartement,1,29789_A
29548_B,28.6,28,2,Appartement,1,29789_A
29704_B,71.16,73,3,Appartement,1,29789_A
29356_B,63.54,65,3,Appartement,2,29790_A
29357_B,30.07,30,1,Appartement,1,29791_A
29358_B,48.2,61,3,Appartement,2,29792_A
29359_B,146.27,200,5,Appartement,2,29793_A
29360_B,40.44,35,2,Appartement,1,29794_A
29361_B,25.89,26,1,Appartement,1,29795_A
29362_B,50.6,103,3,Appartement,1,29796_A
29363_B,30.21,34,2,Appartement,1,29797_A
29364_B,93.52,90,4,Appartement,4,29798_A
29365_B,22.1,24,1,Appartement,1,29799_A
29366_B,104.06,104,3,Appartement,5,29800_A
29368_B,136.28,138,4,Appartement,3,29801_A
29369_B,16.1,16,1,Appartement,1,29802_A
29369_B,16.1,16,1,Appartement,1,29803_A
33979_B,23.21,20,1,Appartement,2,29803_A
29371_B,197.92,225,6,Appartement,1,29805_A
29372_B,8.5,10,1,Appartement,1,29806_A
29373_B,126.14,140,5,Appartement,1,29807_A
29374_B,24.89,27,1,Appartement,2,29808_A
29375_B,30.68,28,2,Appartement,2,29809_A
29376_B,40.07,39,2,Appartement,4,29810_A
29377_B,201.48,200,7,Appartement,1,29811_A
29378_B,80.79,77,4,Appartement,2,29812_A
29379_B,32.86,32,2,Appartement,1,29813_A
29382_B,71.15,68,3,Appartement,1,29815_A
29383_B,31.04,33,2,Appartement,1,29816_A
29384_B,16.02,20,1,Appartement,3,29817_A
29385_B,53.5,69,3,Appartement,3,29818_A
29396_B,47.03,50,2,Appartement,2,29818_A
29386_B,43.92,46,3,Appartement,1,29819_A
29387_B,114.73,116,4,Appartement,4,29820_A
29491_B,134.28,126,4,Appartement,3,29820_A
29388_B,10.75,10,1,Appartement,2,29821_A
29389_B,81.81,85,2,Appartement,2,29822_A
29653_B,77.38,85,3,Appartement,2,29822_A
29390_B,87.06,82,3,Appartement,3,29823_A
29457_B,40.2,32,2,Appartement,1,29823_A
29391_B,17.87,15,1,Appartement,1,29824_A
29392_B,29.91,29,1,Appartement,1,29825_A
29393_B,35.04,35,2,Appartement,1,29826_A
29624_B,48.51,40,1,Appartement,1,29826_A
29394_B,48.01,62,2,Appartement,1,29827_A
29395_B,10.02,9,1,Appartement,1,29828_A
29398_B,13.52,118,3,Appartement,4,29830_A
29399_B,38.11,40,1,Appartement,1,29831_A
29400_B,268.87,269,8,Appartement,2,29832_A
29401_B,126.74,150,6,Appartement,1,29833_A
29402_B,27.83,35,1,Appartement,1,29834_A
29544_B,96.37,98,3,Appartement,1,29834_A
29403_B,71.35,59,3,Appartement,2,29835_A
29404_B,17.59,19,1,Appartement,2,29836_A
29405_B,10.04,20,1,Appartement,1,29837_A
29406_B,55.03,51,2,Appartement,1,29838_A
29407_B,47.02,49,2,Appartement,2,29839_A
29408_B,70.83,70,4,Appartement,1,29840_A
29409_B,33.68,34,2,Appartement,2,29841_A
29595_B,142.02,138,4,Appartement,1,29841_A
29410_B,12.83,13,1,Appartement,1,29842_A
29411_B,127.4,132,6,Appartement,3,29843_A
29412_B,12.53,15,1,Appartement,1,29844_A
29413_B,28.16,29,1,Appartement,2,29845_A
29415_B,67.23,67,4,Appartement,1,29846_A
29528_B,65.64,66,4,Appartement,1,29846_A
29416_B,29.03,30,2,Appartement,1,29847_A
29417_B,22.54,24,2,Appartement,1,29848_A
29608_B,19.18,20,1,Appartement,1,29848_A
29419_B,83.13,85,3,Appartement,2,29849_A
29420_B,42.11,31,3,Appartement,1,29850_A
29421_B,31.91,32,1,Appartement,1,29851_A
29519_B,8.59,9,1,Appartement,1,29851_A
29422_B,43.23,41,2,Appartement,1,29852_A
29423_B,15.21,19,1,Appartement,1,29853_A
29692_B,14.7,9,1,Appartement,1,29853_A
29424_B,81.52,84,3,Appartement,1,29854_A
29425_B,35.01,38,2,Appartement,2,29855_A
29426_B,18.42,17,1,Appartement,1,29856_A
29427_B,11.51,8,1,Appartement,2,29857_A
29428_B,55.25,119,5,Appartement,2,29858_A
29429_B,87.37,86,5,Appartement,1,29859_A
29430_B,105.09,86,3,Appartement,2,29860_A
29431_B,91.26,86,3,Appartement,1,29861_A
29432_B,26.18,16,1,Appartement,2,29862_A
29433_B,51.52,51,2,Appartement,2,29863_A
29434_B,183.06,173,8,Appartement,3,29864_A
29436_B,31.24,33,1,Appartement,1,29865_A
29437_B,112.47,110,3,Appartement,2,29866_A
29561_B,105.8,150,5,Appartement,1,29866_A
29438_B,9.81,12,1,Appartement,1,29867_A
29439_B,170.82,172,4,Appartement,1,29868_A
29440_B,78.57,78,1,Appartement,1,29869_A
29441_B,16.66,14,2,Appartement,1,29870_A
29697_B,35.46,30,3,Appartement,1,29870_A
29443_B,18.72,17,1,Appartement,1,29872_A
29444_B,24.95,34,3,Appartement,4,29873_A
29445_B,23.33,23,1,Appartement,1,29874_A
29446_B,9.31,10,1,Appartement,1,29875_A
29447_B,56.12,54,2,Appartement,1,29876_A
29448_B,32.06,32,2,Appartement,1,29877_A
29449_B,90.07,95,4,Appartement,1,29878_A
29451_B,18.47,19,2,Appartement,1,29879_A
29452_B,78.46,100,4,Appartement,1,29880_A
29453_B,88.84,71,2,Appartement,2,29881_A
29454_B,11.07,11,1,Appartement,2,29882_A
29455_B,53.35,67,3,Appartement,7,29883_A
29456_B,42.97,42,2,Appartement,1,29884_A
29458_B,100.75,100,4,Appartement,1,29886_A
29459_B,30.93,38,3,Appartement,1,29887_A
29460_B,17.2,18,1,Appartement,1,29888_A
29469_B,49.65,51,2,Appartement,3,29888_A
29460_B,17.2,18,1,Appartement,1,29889_A
29461_B,90.96,79,2,Appartement,2,29890_A
29462_B,127.62,131,5,Appartement,2,29891_A
29463_B,34.1,26,2,Appartement,1,29892_A
29464_B,133.0,148,4,Appartement,2,29893_A
29465_B,111.1,112,3,Appartement,2,29894_A
29467_B,29.2,21,1,Appartement,1,29895_A
29613_B,21.3,22,1,Appartement,1,29895_A
29468_B,6.0,103,5,Appartement,2,29896_A
29470_B,205.2,100,4,Appartement,1,29898_A
29471_B,21.46,20,1,Appartement,1,29899_A
29596_B,19.99,20,1,Appartement,1,29899_A
29472_B,71.4,64,4,Appartement,1,29900_A
29473_B,38.78,40,1,Appartement,2,29901_A
29474_B,182.26,180,5,Appartement,4,29902_A
29476_B,190.2,172,5,Appartement,2,29903_A
29477_B,89.27,89,3,Appartement,1,29904_A
29478_B,180.3,175,6,Appartement,2,29905_A
29479_B,44.1,43,2,Appartement,2,29906_A
29480_B,13.75,12,1,Appartement,1,29907_A
29481_B,18.57,18,1,Appartement,1,29908_A
29482_B,143.64,150,5,Appartement,1,29909_A
29483_B,94.41,95,5,Appartement,3,29910_A
29484_B,14.82,20,1,Appartement,2,29911_A
29485_B,44.69,50,1,Appartement,1,29912_A
29486_B,21.66,27,1,Appartement,1,29913_A
29487_B,55.36,55,2,Appartement,1,29914_A
29488_B,40.22,48,2,Appartement,1,29915_A
29489_B,150.68,150,5,Appartement,1,29916_A
29490_B,42.15,42,3,Appartement,1,29917_A
29492_B,38.13,42,1,Appartement,1,29919_A
29493_B,43.77,55,2,Appartement,1,29920_A
29494_B,27.57,28,2,Appartement,2,29921_A
29495_B,32.43,40,2,Appartement,1,29922_A
29496_B,87.03,90,4,Appartement,1,29923_A
29497_B,20.95,23,0,Appartement,1,29924_A
29498_B,179.09,178,5,Appartement,1,29925_A
29499_B,21.4,21,1,Appartement,2,29926_A
29501_B,222.85,236,7,Appartement,2,29928_A
29502_B,74.62,24,1,Appartement,2,29929_A
29503_B,216.54,240,7,Appartement,3,29930_A
29614_B,179.61,173,4,Appartement,2,29930_A
29504_B,38.89,39,1,Appartement,2,29931_A
29505_B,57.97,54,3,Appartement,1,29932_A
29506_B,51.6,52,3,Appartement,2,29933_A
29507_B,31.57,27,2,Appartement,1,29934_A
29508_B,50.28,52,2,Appartement,2,29935_A
29511_B,56.78,55,3,Appartement,1,29937_A
29513_B,50.01,45,2,Appartement,1,29939_A
29514_B,35.56,35,3,Appartement,1,29940_A
29515_B,27.84,35,1,Appartement,1,29941_A
29516_B,63.98,30,3,Appartement,1,29942_A
29517_B,106.71,110,4,Appartement,1,29943_A
29518_B,45.52,45,2,Appartement,2,29944_A
29651_B,40.37,45,2,Appartement,2,29944_A
29521_B,139.9,143,4,Appartement,2,29946_A
29522_B,35.69,34,2,Appartement,1,29947_A
29618_B,43.84,76,3,Appartement,1,29947_A
29523_B,19.28,24,1,Appartement,1,29948_A
29524_B,63.08,66,2,Appartement,1,29949_A
29525_B,82.9,79,4,Appartement,1,29950_A
29527_B,15.2,18,1,Appartement,1,29951_A
29529_B,140.33,134,5,Appartement,2,29953_A
29530_B,86.64,96,4,Appartement,1,29954_A
29531_B,49.57,50,2,Appartement,1,29955_A
29532_B,115.23,115,4,Appartement,2,29956_A
29533_B,86.6,86,3,Appartement,1,29957_A
